,id,season,stage,date,match_api_id,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,B365H,B365D,B365A,home_y_card,home_r_card,away_y_card,away_r_card,home_foulcommit,away_foulcommit,home_shoton,away_shoton,home_shotoff,away_shotoff,home_cross,away_cross,home_corner,away_corner,home_possession,away_possession,HTP,ATP,Result
2,1731,2008/2009,1,2008-08-16 00:00:00,489044,8472,8650,0,1,5.5,3.6,1.67,0,0,2,0,13,12,4,11,3,5,15,19,1,8,46,54,0,0,H
6,1735,2008/2009,1,2008-08-16 00:00:00,489048,8549,8586,2,1,3.2,3.4,2.25,1,0,2,0,11,11,7,2,5,5,25,27,7,9,53,47,0,0,H
7,1736,2008/2009,1,2008-08-16 00:00:00,489049,8559,10194,3,1,1.83,3.5,4.5,1,0,2,0,14,15,5,1,7,6,22,29,4,3,47,53,0,0,A
3,1732,2008/2009,1,2008-08-16 00:00:00,489045,8654,8528,2,1,1.91,3.4,4.2,2,0,1,0,14,13,5,7,7,15,15,27,6,10,52,48,0,0,H
8,1737,2008/2009,1,2008-08-16 00:00:00,489050,8667,9879,2,1,2.6,3.2,2.8,3,0,0,0,10,9,5,4,5,6,16,14,5,6,53,47,0,0,H
5,1734,2008/2009,1,2008-08-16 00:00:00,489047,8668,8655,2,3,2.0,3.3,4.0,2,0,2,0,11,11,2,8,7,8,14,21,3,4,51,49,0,0,A
1,1730,2008/2009,1,2008-08-16 00:00:00,489043,9825,8659,1,0,1.2,6.5,15.0,0,0,0,0,11,9,12,2,13,3,21,7,7,5,66,34,0,0,H
9,1738,2008/2009,1,2008-08-17 00:00:00,489051,8455,8462,4,0,1.33,5.0,10.0,0,0,1,0,11,8,6,7,10,5,25,9,8,3,53,47,0,0,H
4,1733,2008/2009,1,2008-08-17 00:00:00,489046,10252,8456,4,2,1.91,3.4,4.33,0,0,1,0,11,13,5,9,4,5,16,16,7,8,52,48,0,0,H
0,1729,2008/2009,1,2008-08-17 00:00:00,489042,10260,10261,1,1,1.29,5.5,11.0,3,0,0,0,16,11,11,1,10,9,24,9,6,6,55,45,0,0,D
111,1840,2008/2009,2,2008-08-23 00:00:00,489053,8586,8472,1,2,1.5,4.0,7.0,1,0,2,0,10,14,6,4,8,4,42,22,12,6,55,45,3,3,D
110,1839,2008/2009,2,2008-08-23 00:00:00,489052,8650,8549,2,1,1.36,4.5,10.0,2,0,1,0,9,12,6,4,13,5,21,13,13,3,57,43,0,3,H
114,1843,2008/2009,2,2008-08-23 00:00:00,489056,8655,8667,1,1,1.57,3.75,7.0,0,0,1,0,11,16,4,3,6,2,20,10,6,3,60,40,3,3,H
116,1845,2008/2009,2,2008-08-23 00:00:00,489058,8659,8668,1,2,2.88,3.25,2.5,3,0,1,0,12,15,7,4,11,4,27,6,11,5,47,53,1,3,H
115,1844,2008/2009,2,2008-08-23 00:00:00,489057,9879,9825,1,0,6.5,3.75,1.57,2,0,0,0,15,6,2,8,3,11,10,24,1,5,47,53,0,3,H
118,1847,2008/2009,2,2008-08-23 00:00:00,489060,10194,10252,3,2,5.0,3.6,1.73,1,0,0,0,15,5,1,0,6,3,20,15,2,8,46,54,0,0,A
112,1841,2008/2009,2,2008-08-23 00:00:00,489054,10261,8559,1,0,1.8,3.5,4.75,1,0,2,0,11,9,6,3,3,8,15,22,4,5,57,43,0,0,A
113,1842,2008/2009,2,2008-08-24 00:00:00,489055,8456,8654,3,0,2.3,3.25,3.2,0,0,3,0,13,14,5,0,6,2,16,7,6,3,58,42,0,3,H
119,1848,2008/2009,2,2008-08-24 00:00:00,489061,8528,8455,0,1,8.5,4.5,1.4,1,0,2,0,14,16,9,4,2,3,20,10,7,7,50,50,0,3,A
117,1846,2008/2009,2,2008-08-25 00:00:00,489059,8462,10260,0,1,4.8,3.4,1.8,2,0,2,0,11,13,4,7,8,5,17,13,4,3,36,64,0,1,A
226,1955,2008/2009,3,2008-08-30 00:00:00,489068,8549,10194,2,1,1.57,3.6,7.0,2,0,4,1,13,17,4,1,10,5,19,11,4,4,45,55,3,4,H
227,1956,2008/2009,3,2008-08-30 00:00:00,489069,8559,8659,0,0,1.83,3.5,4.5,2,0,2,0,21,18,10,7,9,7,26,10,7,5,52,48,3,0,D
223,1952,2008/2009,3,2008-08-30 00:00:00,489065,8654,8655,4,1,2.5,3.25,2.88,1,0,5,0,12,20,4,7,3,5,24,20,10,4,55,45,3,0,A
228,1957,2008/2009,3,2008-08-30 00:00:00,489070,8667,8528,0,5,2.5,3.25,2.88,1,0,0,0,20,13,4,1,7,4,23,12,7,4,48,52,4,0,A
225,1954,2008/2009,3,2008-08-30 00:00:00,489067,8668,8462,0,3,2.1,3.3,3.75,1,0,0,0,4,13,7,2,10,2,24,9,5,3,45,55,3,3,H
221,1950,2008/2009,3,2008-08-30 00:00:00,489063,9825,10261,3,0,1.44,4.0,9.0,2,0,2,0,13,12,12,1,7,3,19,9,11,1,53,47,3,4,H
229,1958,2008/2009,3,2008-08-31 00:00:00,489071,8455,8586,1,1,1.4,4.33,9.0,3,0,0,0,10,14,5,1,10,4,17,18,5,8,50,50,3,6,D
222,1951,2008/2009,3,2008-08-31 00:00:00,489064,8472,8456,0,3,2.2,3.3,3.4,4,0,2,0,20,12,4,6,7,1,15,11,3,3,46,54,6,0,D
224,1953,2008/2009,3,2008-08-31 00:00:00,489066,10252,8650,0,0,3.0,3.25,2.4,0,0,2,0,8,12,2,5,5,7,20,22,5,8,45,55,3,3,A
323,2052,2008/2009,4,2008-09-13 00:00:00,489075,8456,8455,1,3,4.33,3.3,1.91,0,0,1,1,15,12,3,5,10,9,15,18,8,5,48,52,4,3,A
327,2056,2008/2009,4,2008-09-13 00:00:00,489079,8462,8549,2,1,2.0,3.5,3.75,2,0,1,0,8,5,12,1,10,6,30,8,3,2,57,43,6,4,H
329,2058,2008/2009,4,2008-09-13 00:00:00,489081,8528,8472,1,1,2.05,3.3,4.0,2,0,1,0,10,8,9,3,9,3,36,13,8,6,57,43,7,4,H
320,2049,2008/2009,4,2008-09-13 00:00:00,489072,8650,10260,2,1,3.0,3.0,2.6,0,0,4,0,10,16,10,4,6,3,23,14,5,4,49,51,6,7,A
324,2053,2008/2009,4,2008-09-13 00:00:00,489076,8655,9825,0,4,4.5,3.5,1.83,1,0,1,0,10,8,3,5,7,8,18,15,5,5,48,52,4,4,A
326,2055,2008/2009,4,2008-09-13 00:00:00,489078,8659,8654,3,2,2.4,3.25,3.0,1,0,1,0,10,20,5,12,6,6,19,15,8,8,57,43,3,6,H
325,2054,2008/2009,4,2008-09-13 00:00:00,489077,9879,8559,2,1,2.25,3.3,3.3,1,0,1,0,17,12,11,5,7,4,31,17,12,6,64,36,1,6,H
322,2051,2008/2009,4,2008-09-13 00:00:00,489074,10261,8667,1,2,1.62,3.75,5.75,0,1,2,0,10,17,3,3,10,5,15,13,5,3,54,46,3,3,D
328,2057,2008/2009,4,2008-09-14 00:00:00,489080,10194,8668,2,3,3.4,3.4,2.2,2,0,1,0,8,16,5,3,5,3,22,20,6,8,57,43,3,3,A
321,2050,2008/2009,4,2008-09-15 00:00:00,489073,8586,10252,1,2,2.1,3.3,3.6,1,0,4,0,17,12,14,9,8,6,34,16,12,8,54,46,1,4,A
331,2060,2008/2009,5,2008-09-20 00:00:00,489083,8472,8549,2,0,2.38,3.1,3.2,2,0,3,0,11,15,11,12,6,4,23,19,8,5,51,49,4,6,H
336,2065,2008/2009,5,2008-09-20 00:00:00,489088,8559,9825,1,3,6.5,3.75,1.57,2,0,2,0,15,10,7,5,5,12,29,33,7,17,43,57,4,9,A
330,2059,2008/2009,5,2008-09-20 00:00:00,489082,8650,10194,0,0,1.2,6.5,15.0,1,0,1,0,8,12,13,2,15,2,61,11,20,3,64,36,10,3,D
333,2062,2008/2009,5,2008-09-20 00:00:00,489085,8654,10261,3,1,2.1,3.3,3.6,1,0,2,0,9,18,4,9,9,4,14,27,2,6,59,41,4,6,H
335,2064,2008/2009,5,2008-09-20 00:00:00,489087,8655,9879,1,0,2.1,3.3,3.6,2,0,0,0,13,12,2,5,8,6,21,19,4,3,47,53,6,4,H
339,2068,2008/2009,5,2008-09-21 00:00:00,489091,8455,10260,1,1,2.2,3.1,3.6,1,0,7,0,16,23,16,8,9,6,32,13,7,4,50,50,10,5,D
334,2063,2008/2009,5,2008-09-21 00:00:00,489086,8456,8462,6,0,2.0,3.3,4.0,0,0,1,0,13,15,5,2,4,8,23,13,8,5,59,41,7,6,D
332,2061,2008/2009,5,2008-09-21 00:00:00,489084,8586,8528,0,0,1.73,3.6,5.0,2,0,2,0,17,12,7,5,6,9,17,18,3,4,51,49,6,6,H
337,2066,2008/2009,5,2008-09-21 00:00:00,489089,8659,10252,1,2,3.25,3.3,2.25,3,0,3,0,21,15,7,4,5,7,26,13,5,6,49,51,1,4,D
338,2067,2008/2009,5,2008-09-21 00:00:00,489090,8667,8668,2,2,3.1,3.4,2.3,0,0,1,0,12,12,4,7,5,8,12,19,4,6,46,54,4,7,A
344,2073,2008/2009,6,2008-09-27 00:00:00,489096,8549,8659,0,1,1.8,3.4,5.0,2,0,4,0,12,12,10,9,10,7,33,14,11,8,49,51,9,7,A
343,2072,2008/2009,6,2008-09-27 00:00:00,489095,8668,8650,0,2,3.75,3.25,2.1,3,1,3,0,19,22,2,8,4,5,17,12,7,4,49,51,10,7,H
341,2070,2008/2009,6,2008-09-27 00:00:00,489093,9825,8667,1,2,1.2,6.0,17.0,2,0,1,0,9,13,12,3,11,3,27,9,15,4,62,38,7,11,A
346,2075,2008/2009,6,2008-09-27 00:00:00,489098,9879,8654,1,2,2.3,3.25,3.2,5,0,1,0,14,15,7,9,12,7,15,14,2,4,58,42,6,9,A
348,2077,2008/2009,6,2008-09-27 00:00:00,489100,10194,8455,0,2,9.0,4.75,1.36,2,0,1,0,7,12,6,13,2,5,16,13,5,5,42,58,8,4,H
342,2071,2008/2009,6,2008-09-27 00:00:00,489094,10252,8472,2,1,1.57,3.75,6.5,1,0,1,0,8,9,7,2,4,6,15,21,5,5,62,38,6,4,A
340,2069,2008/2009,6,2008-09-27 00:00:00,489092,10260,8559,2,0,1.22,6.0,15.0,0,0,3,0,9,10,19,5,11,5,30,14,16,4,79,21,4,7,A
345,2074,2008/2009,6,2008-09-27 00:00:00,489097,10261,8655,1,2,2.6,3.3,2.75,0,0,4,0,8,20,1,6,3,2,25,12,5,5,54,46,4,11,A
347,2076,2008/2009,6,2008-09-28 00:00:00,489099,8462,8586,2,0,2.5,3.25,3.0,5,0,3,0,17,12,5,7,2,6,12,24,3,6,58,42,6,2,H
349,2078,2008/2009,6,2008-09-28 00:00:00,489101,8528,8456,2,1,3.0,3.3,2.38,3,0,4,0,12,21,4,8,6,5,12,11,5,3,51,49,5,9,H
350,2079,2008/2009,7,2008-10-04 00:00:00,489102,8472,9825,1,1,6.0,3.75,1.62,3,0,5,0,12,15,5,6,3,9,6,18,1,7,39,61,7,8,A
358,2087,2008/2009,7,2008-10-04 00:00:00,489110,8528,8549,0,1,2.1,3.3,3.6,3,0,0,0,11,12,11,2,12,4,26,16,8,2,55,45,7,12,D
355,2084,2008/2009,7,2008-10-04 00:00:00,489107,8655,10260,0,2,6.0,3.75,1.62,2,0,1,0,9,9,4,8,3,8,16,24,3,4,39,61,7,6,H
356,2085,2008/2009,7,2008-10-04 00:00:00,489108,8659,9879,1,0,2.25,3.25,3.25,2,0,1,0,10,14,6,5,5,8,15,17,8,6,51,49,8,6,A
359,2088,2008/2009,7,2008-10-05 00:00:00,489111,8455,10252,2,0,1.5,4.0,7.0,0,0,3,0,11,15,15,2,12,6,28,15,7,1,49,51,14,13,H
354,2083,2008/2009,7,2008-10-05 00:00:00,489106,8456,8650,2,3,3.2,3.3,2.25,1,1,1,0,10,13,2,6,2,6,7,30,1,7,50,50,7,4,D
357,2086,2008/2009,7,2008-10-05 00:00:00,489109,8462,10194,2,1,1.67,3.4,6.0,0,0,3,0,7,15,11,3,8,4,14,25,2,4,57,43,9,14,A
351,2080,2008/2009,7,2008-10-05 00:00:00,489103,8586,8667,0,1,1.73,3.75,4.75,4,0,2,0,15,15,15,4,13,4,28,1,12,0,69,31,9,4,H
352,2081,2008/2009,7,2008-10-05 00:00:00,489104,8654,8559,1,3,1.83,3.4,4.75,4,0,3,0,15,7,5,6,9,6,21,14,7,7,50,50,2,11,A
353,2082,2008/2009,7,2008-10-05 00:00:00,489105,8668,10261,2,2,1.73,3.6,5.0,1,0,3,0,17,15,3,9,8,2,22,18,3,5,35,65,12,4,A
364,2093,2008/2009,8,2008-10-18 00:00:00,489116,8549,8455,0,5,6.0,3.7,1.62,2,0,0,0,13,9,4,8,6,8,15,19,5,8,40,60,12,7,H
367,2096,2008/2009,8,2008-10-18 00:00:00,489119,8559,8655,0,0,2.4,3.25,3.0,1,0,3,0,15,12,5,1,7,6,20,15,11,8,53,47,13,12,D
362,2091,2008/2009,8,2008-10-18 00:00:00,489114,8650,8528,3,2,1.4,4.33,9.0,1,0,2,0,10,15,8,3,9,3,28,8,4,2,60,40,7,10,D
361,2090,2008/2009,8,2008-10-18 00:00:00,489113,9825,8668,3,1,1.36,4.5,10.0,2,0,4,0,9,13,11,4,8,2,26,12,7,4,61,39,7,8,D
366,2095,2008/2009,8,2008-10-18 00:00:00,489118,9879,8472,0,0,2.25,3.25,3.3,1,0,1,0,14,7,10,7,5,7,19,11,7,5,49,51,17,8,H
363,2092,2008/2009,8,2008-10-18 00:00:00,489115,10252,8462,0,0,1.83,3.25,5.0,1,0,4,0,19,19,6,3,8,5,28,6,11,2,58,42,14,10,H
360,2089,2008/2009,8,2008-10-18 00:00:00,489112,10260,8659,4,0,1.2,6.5,15.0,0,0,1,0,10,14,10,2,5,4,32,6,15,1,78,22,9,17,A
368,2097,2008/2009,8,2008-10-19 00:00:00,489120,8667,8654,1,0,2.62,3.25,2.75,2,0,1,0,11,11,3,7,9,8,22,25,3,4,46,54,14,12,H
369,2098,2008/2009,8,2008-10-19 00:00:00,489121,10194,8586,2,1,3.25,3.3,2.25,1,0,2,2,13,12,3,5,5,5,19,6,5,1,46,54,4,2,H
365,2094,2008/2009,8,2008-10-20 00:00:00,489117,10261,8456,2,2,3.0,3.25,2.4,0,1,2,0,14,15,2,10,3,12,11,16,5,10,40,60,5,9,D
370,2099,2008/2009,9,2008-10-25 00:00:00,489122,8472,10261,2,1,2.2,3.3,3.4,1,0,2,0,12,15,3,6,10,5,26,21,2,4,56,44,10,9,D
375,2104,2008/2009,9,2008-10-25 00:00:00,489127,8655,8549,1,1,2.1,3.25,3.75,3,0,1,0,17,13,2,1,9,2,20,3,10,2,52,48,8,15,D
376,2105,2008/2009,9,2008-10-25 00:00:00,489128,8659,8667,0,3,2.2,3.3,3.4,1,0,2,0,11,15,14,6,13,6,16,11,14,5,47,53,9,6,H
373,2102,2008/2009,9,2008-10-25 00:00:00,489125,8668,10260,1,1,7.5,4.0,1.5,3,0,3,0,19,13,10,10,4,9,20,17,6,9,57,43,10,17,A
379,2108,2008/2009,9,2008-10-26 00:00:00,489131,8455,8650,0,1,1.91,3.25,4.5,3,0,3,0,18,15,6,2,12,6,16,3,4,2,70,30,20,20,A
374,2103,2008/2009,9,2008-10-26 00:00:00,489126,8456,10194,3,0,1.44,4.33,7.5,1,0,0,0,13,15,8,6,7,4,12,22,5,8,57,43,10,7,H
377,2106,2008/2009,9,2008-10-26 00:00:00,489129,8462,9879,1,1,1.83,3.5,4.5,0,0,0,0,8,8,11,5,11,4,19,18,8,6,54,46,13,8,D
378,2107,2008/2009,9,2008-10-26 00:00:00,489130,8528,10252,0,4,2.6,3.3,2.75,1,0,2,0,15,8,6,4,11,2,25,15,9,4,46,54,2,8,H
371,2100,2008/2009,9,2008-10-26 00:00:00,489123,8586,8559,2,0,2.05,3.3,4.0,0,0,4,0,9,13,7,2,10,8,19,13,2,4,56,44,12,16,A
372,2101,2008/2009,9,2008-10-26 00:00:00,489124,8654,9825,0,2,6.0,3.75,1.62,2,1,3,0,13,9,6,10,4,10,6,15,4,9,39,61,8,14,A
18,1747,2008/2009,10,2008-10-28 00:00:00,489140,10261,8659,2,1,1.83,3.5,4.5,0,0,4,0,15,12,4,5,6,9,17,15,7,8,51,49,6,10,H
12,1741,2008/2009,10,2008-10-29 00:00:00,489134,8549,8456,2,0,2.88,3.3,2.5,1,0,3,0,14,14,5,11,2,5,14,6,3,3,45,55,19,5,D
13,1742,2008/2009,10,2008-10-29 00:00:00,489135,8559,8668,0,1,2.6,3.3,2.75,1,0,2,0,17,13,13,6,6,4,19,25,5,3,53,47,17,12,H
16,1745,2008/2009,10,2008-10-29 00:00:00,489138,8650,8462,1,0,1.33,5.0,10.0,0,0,3,0,12,13,9,1,11,3,21,6,7,1,54,46,8,9,A
14,1743,2008/2009,10,2008-10-29 00:00:00,489136,8667,8455,0,3,8.0,4.33,1.44,0,0,2,0,12,13,4,3,7,18,10,18,5,4,53,47,11,8,H
11,1740,2008/2009,10,2008-10-29 00:00:00,489133,9825,8586,4,4,1.44,4.5,7.5,1,0,4,0,9,16,9,3,11,5,22,14,9,1,62,38,20,20,A
19,1748,2008/2009,10,2008-10-29 00:00:00,489141,9879,8528,2,0,2.38,3.3,3.0,0,0,2,0,10,14,1,4,8,4,12,21,2,2,50,50,23,14,H
15,1744,2008/2009,10,2008-10-29 00:00:00,489137,10194,8472,1,0,2.6,3.3,2.75,2,0,1,0,12,8,4,4,6,6,22,11,5,3,52,48,18,12,H
17,1746,2008/2009,10,2008-10-29 00:00:00,489139,10252,8655,3,2,1.67,3.75,5.5,0,0,1,0,9,17,2,7,5,6,13,11,4,5,57,43,10,13,H
10,1739,2008/2009,10,2008-10-29 00:00:00,489132,10260,8654,2,0,1.2,6.0,19.0,1,0,2,0,11,15,11,3,8,3,14,6,3,1,60,40,7,12,H
29,1758,2008/2009,11,2008-11-01 00:00:00,489151,8455,8472,5,0,1.17,6.5,21.0,0,0,1,0,6,11,8,0,7,1,15,11,4,0,55,45,20,12,H
27,1756,2008/2009,11,2008-11-01 00:00:00,489149,8462,8528,1,2,1.91,3.4,4.2,0,0,3,0,11,12,8,9,10,5,22,22,7,6,45,55,12,11,H
23,1752,2008/2009,11,2008-11-01 00:00:00,489145,8549,8654,1,1,2.0,3.3,4.0,3,0,4,0,9,17,8,8,5,6,23,14,4,4,53,47,21,20,H
21,1750,2008/2009,11,2008-11-01 00:00:00,489143,8586,8650,2,1,3.5,3.3,2.1,1,0,2,0,17,12,5,5,4,11,14,14,3,4,49,51,13,12,D
26,1755,2008/2009,11,2008-11-01 00:00:00,489148,8659,8655,2,2,2.5,3.3,2.88,3,0,3,0,10,16,7,4,7,4,28,9,2,3,59,41,14,8,A
22,1751,2008/2009,11,2008-11-01 00:00:00,489144,8668,9879,1,0,1.67,3.75,5.5,0,0,0,0,11,15,5,7,5,9,33,18,6,5,54,46,10,20,H
28,1757,2008/2009,11,2008-11-01 00:00:00,489150,10194,9825,2,1,8.0,4.5,1.4,4,0,2,1,13,7,3,4,2,8,14,26,3,6,45,55,6,26,H
20,1749,2008/2009,11,2008-11-01 00:00:00,489142,10260,8667,4,3,1.17,7.0,17.0,2,0,2,0,13,13,7,3,9,4,12,8,9,1,51,49,10,12,D
25,1754,2008/2009,11,2008-11-02 00:00:00,489147,8559,8456,2,0,3.0,3.3,2.38,1,0,1,0,15,21,8,7,6,5,26,7,6,1,55,45,8,13,H
24,1753,2008/2009,11,2008-11-03 00:00:00,489146,10261,10252,2,0,3.0,3.3,2.38,4,0,3,0,14,20,5,1,5,6,11,19,2,6,55,45,9,20,H
32,1761,2008/2009,12,2008-11-08 00:00:00,489154,8472,8462,1,2,2.38,3.3,3.0,2,0,1,0,8,9,4,3,4,4,21,17,8,3,55,45,20,21,H
39,1768,2008/2009,12,2008-11-08 00:00:00,489161,8528,10194,0,0,1.8,3.4,5.0,1,0,3,0,10,13,9,1,8,1,35,12,5,3,57,43,20,11,A
31,1760,2008/2009,12,2008-11-08 00:00:00,489153,8650,8659,3,0,1.2,6.0,19.0,2,0,1,0,10,8,8,2,2,2,13,14,3,7,51,49,26,11,H
33,1762,2008/2009,12,2008-11-08 00:00:00,489155,8654,8668,1,3,2.6,3.25,2.8,1,0,1,0,10,10,11,3,5,8,22,26,9,4,55,45,12,14,A
38,1767,2008/2009,12,2008-11-08 00:00:00,489160,8667,8559,0,1,2.25,3.25,3.4,1,0,2,0,15,13,8,7,7,3,25,16,6,7,55,45,13,15,A
30,1759,2008/2009,12,2008-11-08 00:00:00,489152,9825,10260,2,1,3.25,3.25,2.3,3,0,2,0,17,8,6,9,6,10,16,20,5,6,52,48,11,13,D
35,1764,2008/2009,12,2008-11-09 00:00:00,489157,8456,8586,1,2,2.25,3.3,3.3,2,1,2,1,12,12,6,5,2,7,20,25,4,4,45,55,20,14,A
36,1765,2008/2009,12,2008-11-09 00:00:00,489158,8655,8455,0,2,8.0,4.33,1.44,2,0,1,0,14,10,3,9,4,7,12,25,5,9,40,60,13,26,A
37,1766,2008/2009,12,2008-11-09 00:00:00,489159,9879,10261,2,1,2.38,3.25,3.1,2,0,2,0,13,12,5,6,5,7,25,18,6,1,53,47,14,12,H
34,1763,2008/2009,12,2008-11-09 00:00:00,489156,10252,8549,1,2,1.7,3.8,5.0,2,0,2,0,12,8,10,5,5,7,24,13,8,4,56,44,13,9,A
47,1776,2008/2009,13,2008-11-15 00:00:00,489169,8559,8650,0,2,6.0,3.75,1.62,1,0,1,0,7,9,10,7,6,8,21,16,7,3,48,52,20,20,A
42,1771,2008/2009,13,2008-11-15 00:00:00,489164,8654,8462,0,0,2.5,3.25,2.88,0,0,1,0,7,13,10,6,6,7,18,12,8,8,50,50,13,12,A
45,1774,2008/2009,13,2008-11-15 00:00:00,489167,8655,8472,1,2,2.0,3.4,3.8,3,0,4,0,10,10,8,5,9,3,24,21,11,8,50,50,14,29,A
48,1777,2008/2009,13,2008-11-15 00:00:00,489170,8659,8455,0,3,12.0,5.0,1.3,0,0,3,0,8,8,3,7,10,7,15,24,3,10,49,51,17,12,H
41,1770,2008/2009,13,2008-11-15 00:00:00,489163,9825,10252,0,2,1.5,4.0,7.0,2,0,4,0,10,20,8,4,5,3,33,15,8,4,53,47,24,14,H
46,1775,2008/2009,13,2008-11-15 00:00:00,489168,9879,8586,2,1,3.3,3.3,2.25,1,0,0,0,8,9,13,5,3,4,21,18,10,3,52,48,12,12,D
40,1769,2008/2009,13,2008-11-15 00:00:00,489162,10260,10194,5,0,1.14,7.5,23.0,1,0,2,0,6,16,11,0,6,2,17,12,3,0,58,42,11,29,A
44,1773,2008/2009,13,2008-11-15 00:00:00,489166,10261,8528,2,2,2.1,3.3,3.6,1,0,4,0,9,13,6,4,10,9,23,22,4,10,54,46,13,17,D
49,1778,2008/2009,13,2008-11-16 00:00:00,489171,8667,8456,2,2,2.88,3.25,2.5,2,0,3,0,15,16,3,3,4,5,25,26,3,6,52,48,18,17,D
43,1772,2008/2009,13,2008-11-16 00:00:00,489165,8668,8549,1,1,1.83,3.5,4.5,0,0,2,0,10,15,7,2,8,7,33,16,10,1,55,45,20,13,D
59,1788,2008/2009,14,2008-11-22 00:00:00,489181,8455,10261,0,0,1.2,6.0,19.0,0,0,2,0,12,14,17,0,16,2,28,6,8,1,61,39,20,24,D
55,1784,2008/2009,14,2008-11-22 00:00:00,489177,8456,9825,3,0,3.25,3.4,2.2,0,0,1,0,17,16,4,5,6,6,13,8,3,3,54,46,32,13,D
56,1785,2008/2009,14,2008-11-22 00:00:00,489178,8462,8667,2,2,1.8,3.6,4.5,2,0,1,0,12,14,4,7,7,8,18,18,7,7,54,46,32,18,D
54,1783,2008/2009,14,2008-11-22 00:00:00,489176,8549,8559,1,3,1.91,3.4,4.33,2,0,5,0,11,17,10,2,12,6,18,12,8,0,51,49,14,23,H
50,1779,2008/2009,14,2008-11-22 00:00:00,489172,8650,9879,0,0,1.25,5.5,15.0,0,0,0,0,7,7,8,5,12,0,27,10,9,3,53,47,18,14,A
57,1786,2008/2009,14,2008-11-22 00:00:00,489179,10194,8659,1,0,2.2,3.3,3.4,1,0,0,0,11,9,9,3,2,6,30,17,4,0,55,45,18,21,D
53,1782,2008/2009,14,2008-11-22 00:00:00,489175,10252,10260,0,0,5.0,3.6,1.73,1,0,0,0,13,16,7,5,3,6,13,18,3,6,40,60,14,11,H
51,1780,2008/2009,14,2008-11-23 00:00:00,489173,8472,8654,0,1,2.1,3.4,3.5,2,0,1,0,12,16,4,6,11,5,54,9,4,2,56,44,15,14,A
52,1781,2008/2009,14,2008-11-23 00:00:00,489174,8586,8655,1,0,1.73,3.75,4.75,2,0,4,0,14,17,10,10,8,3,23,12,6,6,53,47,12,13,H
58,1787,2008/2009,14,2008-11-24 00:00:00,489180,8528,8668,1,0,2.5,3.3,2.88,0,0,0,0,9,8,7,5,6,5,21,27,3,3,55,45,13,19,H
61,1790,2008/2009,15,2008-11-29 00:00:00,489183,8472,8559,1,4,2.25,3.3,3.3,4,0,0,0,8,9,6,4,7,6,18,13,5,6,51,49,23,18,D
68,1797,2008/2009,15,2008-11-29 00:00:00,489190,8528,8659,2,1,1.73,3.6,5.0,0,0,2,0,11,9,7,9,9,9,22,28,6,7,51,49,18,14,D
64,1793,2008/2009,15,2008-11-29 00:00:00,489186,8549,10261,0,0,2.2,3.3,3.4,1,0,1,0,10,8,7,6,9,5,23,5,7,2,53,47,17,22,D
67,1796,2008/2009,15,2008-11-29 00:00:00,489189,10194,8667,1,1,2.4,3.4,2.88,2,0,3,0,15,20,8,5,7,2,26,10,5,3,53,47,15,17,A
63,1792,2008/2009,15,2008-11-29 00:00:00,489185,10252,9879,0,0,1.57,3.8,6.5,0,0,2,0,8,16,6,2,12,3,38,14,11,4,56,44,16,11,H
69,1798,2008/2009,15,2008-11-30 00:00:00,489191,8455,9825,1,2,1.8,3.4,5.0,2,0,0,0,19,16,6,5,9,3,14,10,3,2,58,42,33,23,A
65,1794,2008/2009,15,2008-11-30 00:00:00,489187,8456,10260,0,1,4.33,3.6,1.83,2,0,6,0,17,16,1,8,8,5,13,19,3,8,49,51,17,28,A
66,1795,2008/2009,15,2008-11-30 00:00:00,489188,8462,8655,3,2,2.1,3.3,3.6,0,0,1,0,7,11,2,2,3,6,31,32,8,10,53,47,19,13,H
62,1791,2008/2009,15,2008-11-30 00:00:00,489184,8586,8668,0,1,1.91,3.5,4.0,1,0,3,0,10,16,6,5,10,2,22,13,5,1,51,49,15,19,A
60,1789,2008/2009,15,2008-12-01 00:00:00,489182,8650,8654,0,0,1.3,5.0,12.0,1,0,1,0,5,9,11,3,15,4,38,5,17,5,61,39,33,17,D
77,1806,2008/2009,16,2008-12-06 00:00:00,489199,8559,8455,0,2,7.0,3.8,1.53,2,0,1,0,14,16,8,4,11,4,17,5,10,2,46,54,23,16,H
75,1804,2008/2009,16,2008-12-06 00:00:00,489197,8655,8650,1,3,5.5,3.5,1.73,2,0,2,0,12,10,2,5,4,3,13,17,5,6,41,59,13,34,A
79,1808,2008/2009,16,2008-12-06 00:00:00,489201,8667,8549,2,1,2.38,3.25,3.1,1,0,1,1,13,8,6,6,11,2,25,20,7,6,52,48,20,33,A
71,1800,2008/2009,16,2008-12-06 00:00:00,489193,9825,8528,1,0,1.33,4.75,11.0,1,0,2,0,14,15,3,7,9,7,12,15,8,3,60,40,20,17,D
76,1805,2008/2009,16,2008-12-06 00:00:00,489198,9879,8456,1,1,2.6,3.2,2.8,2,0,1,0,6,5,7,7,4,8,20,16,10,7,56,44,23,19,H
70,1799,2008/2009,16,2008-12-06 00:00:00,489192,10260,8472,1,0,1.14,7.5,23.0,1,0,0,0,11,7,10,1,14,0,50,4,10,1,80,20,31,15,H
