,id,season,stage,date,match_api_id,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,B365H,B365D,B365A,home_y_card,home_r_card,away_y_card,away_r_card,home_foulcommit,away_foulcommit,home_shoton,away_shoton,home_shotoff,away_shotoff,home_cross,away_cross,home_corner,away_corner,home_possession,away_possession,HTP,ATP,Result
879,2608,2010/2011,2,2010-08-21 00:00:00,839833,8528,8455,0,6,15.0,6.0,1.22,1,0,2,0,12,9,10,3,4,2,14,11,0,0,43,57,1,3,H
871,2600,2010/2011,2,2010-08-21 00:00:00,839825,8654,8559,1,3,2.25,3.3,3.25,2,0,4,0,7,12,6,5,8,4,16,12,7,5,52,48,1,3,H
876,2605,2010/2011,2,2010-08-21 00:00:00,839830,8658,8655,2,1,2.2,3.25,3.4,2,0,3,0,13,12,6,5,4,5,12,22,4,11,58,42,0,3,D
877,2606,2010/2011,2,2010-08-21 00:00:00,839831,8659,8472,1,0,2.5,3.25,2.88,3,0,2,0,14,13,3,4,7,4,19,19,4,6,49,51,0,1,A
872,2601,2010/2011,2,2010-08-21 00:00:00,839826,8668,8602,1,1,1.5,4.0,7.0,1,0,2,0,12,14,5,3,8,5,21,11,3,3,61,39,0,1,H
870,2599,2010/2011,2,2010-08-21 00:00:00,839824,9825,8483,6,0,1.17,7.0,19.0,0,0,0,1,9,4,21,2,8,2,37,23,8,2,52,48,0,1,A
878,2607,2010/2011,2,2010-08-21 00:00:00,839832,10194,8586,1,2,3.4,3.3,2.2,3,0,1,0,15,5,12,6,7,1,33,15,6,2,45,55,0,3,A
875,2604,2010/2011,2,2010-08-22 00:00:00,839829,9879,10260,2,2,6.0,4.0,1.57,2,0,2,0,11,7,10,10,10,10,29,44,5,11,44,56,1,3,D
873,2602,2010/2011,2,2010-08-22 00:00:00,839827,10261,10252,6,0,3.2,3.25,2.3,3,0,1,0,16,11,8,2,3,2,24,9,10,2,59,41,0,3,H
874,2603,2010/2011,2,2010-08-23 00:00:00,839828,8456,8650,3,0,2.38,3.25,3.1,1,0,1,0,11,13,3,7,6,8,14,17,5,4,62,38,1,1,H
989,2718,2010/2011,3,2010-08-28 00:00:00,839843,8455,10194,2,0,1.11,9.0,23.0,0,0,2,0,5,8,8,4,11,7,16,15,6,1,64,36,3,4,A
988,2717,2010/2011,3,2010-08-28 00:00:00,839842,8483,9879,2,2,3.2,3.25,2.3,1,0,0,0,14,16,9,6,10,5,19,15,4,5,51,49,3,2,D
983,2712,2010/2011,3,2010-08-28 00:00:00,839837,8586,8528,0,1,1.25,5.75,13.0,3,0,2,0,12,11,10,7,6,7,34,7,16,7,43,57,6,0,H
985,2714,2010/2011,3,2010-08-28 00:00:00,839839,8602,10261,1,1,2.4,3.2,3.1,7,0,5,0,20,19,2,10,3,4,21,40,5,3,42,58,4,0,H
986,2715,2010/2011,3,2010-08-28 00:00:00,839840,8655,9825,1,2,6.0,4.0,1.57,1,0,0,0,9,6,12,9,6,6,45,26,4,8,41,59,4,0,A
980,2709,2010/2011,3,2010-08-28 00:00:00,839834,10260,8654,3,0,1.14,8.0,19.0,1,0,2,0,5,10,7,3,10,5,34,16,9,3,63,37,4,3,D
982,2711,2010/2011,3,2010-08-29 00:00:00,839836,8472,8456,1,0,4.5,3.5,1.83,0,0,3,0,4,11,6,7,8,1,11,8,3,7,43,57,3,1,H
987,2716,2010/2011,3,2010-08-29 00:00:00,839841,8559,8658,2,2,2.1,3.3,3.6,2,1,3,0,15,15,9,3,3,5,12,7,6,1,54,46,4,4,D
981,2710,2010/2011,3,2010-08-29 00:00:00,839835,8650,8659,1,0,1.22,6.0,15.0,0,0,0,1,8,10,9,6,2,9,21,22,7,8,56,44,1,3,H
984,2713,2010/2011,3,2010-08-29 00:00:00,839838,10252,8668,1,0,2.5,3.25,2.88,4,0,0,0,20,11,7,15,6,5,16,40,4,19,43,57,1,4,H
1084,2813,2010/2011,4,2010-09-11 00:00:00,839848,8456,8655,1,1,1.33,5.0,10.0,2,0,1,0,12,11,11,2,10,3,29,16,14,1,61,39,7,5,H
1089,2818,2010/2011,4,2010-09-11 00:00:00,839853,8528,8472,1,1,2.5,3.25,2.88,4,0,3,0,17,10,3,0,9,2,11,3,5,1,47,53,1,7,D
1081,2810,2010/2011,4,2010-09-11 00:00:00,839845,8654,8455,1,3,10.0,5.0,1.33,2,0,2,0,9,7,4,9,6,7,14,9,1,3,50,50,3,5,H
1087,2816,2010/2011,4,2010-09-11 00:00:00,839851,8659,8586,1,1,3.75,3.25,2.1,2,0,1,0,13,10,8,8,7,7,23,12,9,4,44,56,4,3,D
1082,2811,2010/2011,4,2010-09-11 00:00:00,839846,8668,10260,3,3,4.2,3.4,1.91,1,0,1,0,12,19,12,3,12,7,31,19,7,5,48,52,4,4,A
1080,2809,2010/2011,4,2010-09-11 00:00:00,839844,9825,8559,4,1,1.25,5.5,13.0,2,0,2,1,12,11,13,8,9,1,23,25,8,6,58,42,3,4,D
1085,2814,2010/2011,4,2010-09-11 00:00:00,839849,9879,8602,2,1,1.83,3.5,4.5,3,0,7,0,8,17,11,4,8,2,24,21,6,6,52,48,0,9,A
1083,2812,2010/2011,4,2010-09-11 00:00:00,839847,10261,8483,0,2,1.57,4.0,6.0,2,0,3,0,14,18,8,3,5,1,27,11,3,2,61,39,3,4,D
1086,2815,2010/2011,4,2010-09-12 00:00:00,839850,8658,8650,0,0,3.1,3.2,2.4,1,0,0,0,9,9,4,10,12,5,22,23,4,3,52,48,5,4,D
1088,2817,2010/2011,4,2010-09-13 00:00:00,839852,10194,10252,2,1,2.5,3.25,2.88,1,0,2,0,12,15,10,5,8,5,28,19,7,8,47,53,0,6,H
1091,2820,2010/2011,5,2010-09-18 00:00:00,839855,8472,9825,1,1,5.5,3.7,1.67,3,0,3,0,12,12,8,5,10,9,40,19,11,3,48,52,6,5,D
1092,2821,2010/2011,5,2010-09-18 00:00:00,839856,8586,8602,3,1,1.4,4.5,8.5,2,0,2,0,8,13,14,3,10,3,24,10,5,4,48,52,4,6,D
1095,2824,2010/2011,5,2010-09-18 00:00:00,839859,8655,9879,1,1,2.0,3.3,4.0,0,0,1,0,18,10,3,3,2,4,12,3,3,2,46,54,2,4,A
1096,2825,2010/2011,5,2010-09-18 00:00:00,839860,8659,8658,3,1,2.25,3.3,3.25,1,0,1,0,12,8,5,2,7,3,17,4,5,0,51,49,3,0,D
1094,2823,2010/2011,5,2010-09-18 00:00:00,839858,8668,10261,0,1,1.62,3.75,6.0,2,0,3,0,14,19,6,3,6,6,22,21,3,6,46,54,5,10,D
1097,2826,2010/2011,5,2010-09-18 00:00:00,839861,10194,8654,1,1,1.91,3.4,4.2,3,0,2,0,13,10,2,6,7,7,33,9,6,3,51,49,5,5,H
1093,2822,2010/2011,5,2010-09-18 00:00:00,839857,10252,8559,1,1,1.8,3.6,4.5,1,0,2,0,14,6,8,7,7,7,23,11,8,4,57,43,4,6,H
1099,2828,2010/2011,5,2010-09-19 00:00:00,839863,8455,8483,4,0,1.1,9.0,26.0,1,0,2,0,8,6,10,4,13,7,34,19,9,5,58,42,12,7,H
1098,2827,2010/2011,5,2010-09-19 00:00:00,839862,8528,8456,0,2,5.0,3.6,1.73,1,0,2,0,11,16,2,4,6,6,15,23,2,0,48,52,8,5,H
1090,2819,2010/2011,5,2010-09-19 00:00:00,839854,10260,8650,3,2,1.7,3.5,5.5,4,0,1,0,15,11,5,0,8,5,37,11,6,1,55,45,4,5,A
1104,2833,2010/2011,6,2010-09-25 00:00:00,839868,8456,8455,1,0,3.6,3.3,2.1,2,0,3,0,13,13,8,6,2,13,17,18,3,4,57,43,11,7,A
1109,2838,2010/2011,6,2010-09-25 00:00:00,839873,8483,8655,1,2,3.2,3.25,2.3,2,0,1,0,12,13,6,6,7,6,34,30,6,8,53,47,6,4,D
1101,2830,2010/2011,6,2010-09-25 00:00:00,839865,8650,8472,2,2,1.44,4.33,7.5,3,0,1,0,15,7,4,1,9,7,10,12,3,3,54,46,7,5,A
1102,2831,2010/2011,6,2010-09-25 00:00:00,839866,8654,8586,1,0,3.5,3.4,2.1,2,0,0,0,10,12,9,10,12,10,29,20,14,7,55,45,7,2,D
1107,2836,2010/2011,6,2010-09-25 00:00:00,839871,8658,8528,0,0,1.83,3.5,4.5,2,1,3,0,13,16,3,9,6,4,9,7,3,7,46,54,5,6,D
1100,2829,2010/2011,6,2010-09-25 00:00:00,839864,9825,8659,2,3,1.22,6.0,15.0,4,0,3,0,15,13,16,5,13,2,54,23,16,5,48,52,8,15,H
1106,2835,2010/2011,6,2010-09-25 00:00:00,839870,9879,8668,0,0,2.75,3.2,2.63,2,0,1,0,14,15,5,10,8,7,15,18,4,5,46,54,1,8,H
1108,2837,2010/2011,6,2010-09-26 00:00:00,839872,8559,10260,2,2,7.5,4.0,1.5,1,0,2,0,16,15,4,6,10,6,14,35,7,12,40,60,6,11,D
1105,2834,2010/2011,6,2010-09-26 00:00:00,839869,8602,10252,1,2,2.88,3.25,2.5,1,0,2,0,14,18,10,6,3,2,23,13,5,4,50,50,7,4,A
1103,2832,2010/2011,6,2010-09-26 00:00:00,839867,10261,10194,1,2,1.91,3.4,4.2,0,0,1,0,7,11,9,3,4,6,38,24,3,5,57,43,5,7,A
1111,2840,2010/2011,7,2010-10-02 00:00:00,839875,8472,10260,0,0,5.0,3.5,1.75,1,0,2,0,11,6,13,6,8,6,31,19,10,4,49,51,7,3,A
1118,2847,2010/2011,7,2010-10-02 00:00:00,839882,8528,8602,2,0,2.25,3.25,3.3,1,0,2,1,9,15,12,1,9,1,15,8,3,3,56,44,7,8,H
1112,2841,2010/2011,7,2010-10-02 00:00:00,839876,8586,10252,2,1,1.91,3.5,4.0,1,0,3,0,13,18,12,4,11,7,21,17,11,4,61,39,7,12,D
1113,2842,2010/2011,7,2010-10-02 00:00:00,839877,8654,9879,1,1,2.25,3.25,3.3,3,0,1,0,19,9,6,5,7,10,12,11,2,3,46,54,8,10,H
1115,2844,2010/2011,7,2010-10-02 00:00:00,839879,8658,8668,0,2,2.88,3.1,2.63,0,0,0,0,5,10,3,6,3,4,27,27,6,5,49,51,10,7,D
1116,2845,2010/2011,7,2010-10-02 00:00:00,839880,8659,8559,1,1,2.1,3.25,3.75,3,0,2,0,8,11,4,4,9,3,10,12,5,5,49,51,4,8,D
1117,2846,2010/2011,7,2010-10-02 00:00:00,839881,10194,8655,1,0,2.25,3.2,3.4,2,0,3,0,8,13,11,4,10,3,43,41,8,6,44,56,5,5,H
1119,2848,2010/2011,7,2010-10-03 00:00:00,839883,8455,9825,2,0,1.73,3.6,5.0,1,0,1,0,7,12,9,5,7,9,21,31,10,10,50,50,15,11,H
1114,2843,2010/2011,7,2010-10-03 00:00:00,839878,8456,10261,2,1,1.44,4.0,8.5,3,0,2,0,12,13,8,4,6,4,22,22,4,4,57,43,6,7,A
1110,2839,2010/2011,7,2010-10-03 00:00:00,839874,8650,8483,1,2,1.33,5.0,10.0,2,0,1,0,11,8,8,4,14,9,31,5,5,2,58,42,11,7,H
1128,2857,2010/2011,8,2010-10-16 00:00:00,839892,8559,10194,2,1,2.2,3.2,3.5,3,0,2,0,12,8,3,3,5,4,31,27,5,6,50,50,11,7,H
1125,2854,2010/2011,8,2010-10-16 00:00:00,839889,8602,8654,1,1,2.25,3.2,3.4,0,0,0,0,12,9,6,7,7,4,14,9,8,3,57,43,10,18,D
1121,2850,2010/2011,8,2010-10-16 00:00:00,839885,9825,8658,2,1,1.29,5.5,11.0,2,1,2,0,15,9,15,4,4,1,16,7,7,3,59,41,8,10,H
1127,2856,2010/2011,8,2010-10-16 00:00:00,839891,9879,8586,1,2,2.88,3.25,2.5,1,0,1,0,9,14,7,7,7,8,10,15,4,11,52,48,9,11,A
1122,2851,2010/2011,8,2010-10-16 00:00:00,839886,10252,8455,0,0,5.0,3.6,1.73,4,0,3,0,11,12,3,7,8,8,18,21,9,5,50,50,13,11,D
1120,2849,2010/2011,8,2010-10-16 00:00:00,839884,10260,8659,2,2,1.25,5.75,12.0,1,0,2,0,10,10,10,2,9,9,22,15,3,2,57,43,7,8,D
1124,2853,2010/2011,8,2010-10-16 00:00:00,839888,10261,8528,2,2,1.83,3.5,4.5,2,0,1,0,15,17,1,1,8,4,29,9,6,3,57,43,5,5,D
1129,2858,2010/2011,8,2010-10-17 00:00:00,839893,8483,8456,2,3,5.5,4.0,1.62,0,0,2,0,8,14,5,4,10,6,19,24,3,8,58,42,10,14,A
1123,2852,2010/2011,8,2010-10-17 00:00:00,839887,8668,8650,2,0,2.4,3.25,3.0,2,0,3,0,10,13,5,12,5,7,22,31,8,8,46,54,6,6,H
1126,2855,2010/2011,8,2010-10-18 00:00:00,839890,8655,8472,0,0,2.1,3.3,3.6,2,1,1,0,14,15,3,7,6,9,22,22,5,3,51,49,8,8,D
1139,2868,2010/2011,9,2010-10-23 00:00:00,839903,8455,8602,2,0,1.13,8.5,19.0,1,0,2,0,9,9,8,10,9,3,19,18,8,8,55,45,7,10,H
1131,2860,2010/2011,9,2010-10-23 00:00:00,839895,8472,10252,1,0,2.4,3.25,3.0,1,0,2,0,13,12,4,5,10,8,19,31,4,11,49,51,19,6,H
1138,2867,2010/2011,9,2010-10-23 00:00:00,839902,8528,8559,1,1,2.38,3.25,3.1,0,0,2,0,4,14,3,2,10,4,5,5,4,0,47,53,9,11,H
1132,2861,2010/2011,9,2010-10-23 00:00:00,839896,8586,8668,1,1,2.1,3.25,3.75,3,0,1,0,16,14,6,3,7,5,32,16,3,4,50,50,14,9,D
1133,2862,2010/2011,9,2010-10-23 00:00:00,839897,8654,10261,1,2,2.38,3.25,3.1,0,0,0,0,7,6,1,7,5,1,16,22,2,6,48,52,12,9,H
1135,2864,2010/2011,9,2010-10-23 00:00:00,839899,8658,8483,2,0,1.83,3.6,4.33,1,0,1,0,5,9,6,10,8,5,19,24,8,8,57,43,6,8,A
1136,2865,2010/2011,9,2010-10-23 00:00:00,839900,8659,9879,2,1,2.2,3.25,3.4,0,0,0,0,4,9,6,2,9,7,19,17,7,5,51,49,9,11,D
1134,2863,2010/2011,9,2010-10-24 00:00:00,839898,8456,9825,0,3,2.5,3.2,2.9,2,1,4,0,8,12,6,8,3,4,25,35,6,7,40,60,6,9,H
1130,2859,2010/2011,9,2010-10-24 00:00:00,839894,8650,8655,2,1,1.67,3.6,5.5,2,0,3,0,16,9,4,0,10,4,21,13,13,4,68,32,17,14,A
1137,2866,2010/2011,9,2010-10-24 00:00:00,839901,10194,10260,1,2,5.5,3.75,1.67,2,0,2,0,7,14,2,5,6,8,32,22,5,6,47,53,10,14,A
775,2504,2010/2011,10,2010-10-30 00:00:00,839909,8602,8456,2,1,5.5,3.4,1.73,1,0,2,0,5,14,2,4,5,15,14,13,5,7,57,43,17,6,H
776,2505,2010/2011,10,2010-10-30 00:00:00,839910,8655,8455,1,2,7.5,4.33,1.44,2,0,2,0,12,11,6,5,6,6,18,20,3,5,41,59,9,22,A
773,2502,2010/2011,10,2010-10-30 00:00:00,839907,8668,10194,1,0,1.57,3.75,6.5,1,0,1,0,14,10,6,0,8,5,6,3,5,2,56,44,10,10,H
771,2500,2010/2011,10,2010-10-30 00:00:00,839905,9825,8654,1,0,1.17,7.0,17.0,2,0,2,0,15,19,18,5,7,2,43,18,8,4,54,46,9,10,H
777,2506,2010/2011,10,2010-10-30 00:00:00,839911,9879,8528,2,0,1.91,3.4,4.2,0,0,0,0,8,12,6,3,5,5,20,5,7,1,58,42,17,15,H
770,2499,2010/2011,10,2010-10-30 00:00:00,839904,10260,8586,2,0,1.57,4.0,6.0,0,0,3,0,11,11,8,6,9,7,5,19,1,4,48,52,6,17,H
778,2507,2010/2011,10,2010-10-31 00:00:00,839912,8559,8650,0,1,3.4,3.25,2.2,2,0,2,0,14,12,9,4,6,7,21,16,1,4,50,50,11,10,D
772,2501,2010/2011,10,2010-10-31 00:00:00,839906,10252,8658,0,0,1.8,3.6,4.5,2,0,3,0,16,10,3,7,4,4,13,18,2,3,56,44,12,9,A
774,2503,2010/2011,10,2010-10-31 00:00:00,839908,10261,8472,5,1,2.2,3.2,3.5,3,0,6,1,10,19,11,6,7,7,26,18,8,6,60,40,11,12,H
779,2508,2010/2011,10,2010-11-01 00:00:00,839913,8483,8659,2,1,2.9,3.25,2.5,2,0,3,2,10,10,7,5,11,7,19,8,7,3,57,43,10,15,H
783,2512,2010/2011,11,2010-11-06 00:00:00,839917,8472,10194,2,0,2.1,3.2,3.75,0,0,6,0,6,14,2,3,9,11,9,16,6,8,34,66,11,6,D
789,2518,2010/2011,11,2010-11-06 00:00:00,839923,8483,8668,2,2,4.5,3.6,1.8,2,0,1,0,13,14,3,6,5,6,8,27,3,7,38,62,9,10,H
787,2516,2010/2011,11,2010-11-06 00:00:00,839921,8559,8586,4,2,3.0,3.3,2.4,1,0,0,0,13,10,3,1,10,7,20,23,7,5,56,44,13,13,D
784,2513,2010/2011,11,2010-11-06 00:00:00,839918,8655,8528,2,1,1.8,3.6,4.5,0,0,2,0,13,15,2,8,5,3,12,8,3,6,34,66,12,15,H
786,2515,2010/2011,11,2010-11-06 00:00:00,839920,8658,8654,2,2,1.91,3.4,4.2,0,0,1,0,14,16,5,9,5,10,21,23,3,4,54,46,12,12,D
785,2514,2010/2011,11,2010-11-06 00:00:00,839919,9879,10252,1,1,2.2,3.25,3.4,1,0,0,0,14,6,9,8,5,7,29,27,3,3,52,48,20,9,H
780,2509,2010/2011,11,2010-11-06 00:00:00,839914,10260,8602,2,1,1.22,6.0,15.0,1,0,0,0,7,10,8,3,7,3,28,13,3,2,57,43,12,10,H
782,2511,2010/2011,11,2010-11-07 00:00:00,839916,8650,8455,2,0,3.8,3.4,2.0,0,0,2,0,15,15,4,6,3,5,6,24,2,5,34,66,20,14,A
788,2517,2010/2011,11,2010-11-07 00:00:00,839922,8659,8456,0,2,3.6,3.3,2.1,4,0,4,1,11,16,4,5,4,3,11,5,6,1,45,55,12,25,H
781,2510,2010/2011,11,2010-11-07 00:00:00,839915,9825,10261,0,1,1.29,5.5,11.0,3,1,1,0,16,10,6,2,4,4,52,26,12,2,49,51,15,17,A
790,2519,2010/2011,12,2010-11-09 00:00:00,839924,8586,8472,1,1,1.53,4.0,6.5,2,0,1,0,7,14,14,4,13,4,50,7,17,3,60,40,10,12,H
793,2522,2010/2011,12,2010-11-09 00:00:00,839927,10194,8658,3,2,2.1,3.2,3.75,0,0,0,0,8,10,6,8,8,4,45,20,10,4,45,55,15,15,D
799,2528,2010/2011,12,2010-11-10 00:00:00,839933,8455,9879,1,0,1.2,6.5,15.0,2,1,0,0,14,14,9,4,10,3,17,9,4,4,48,52,13,14,H
798,2527,2010/2011,12,2010-11-10 00:00:00,839932,8456,10260,0,0,2.63,3.25,2.75,0,0,2,0,12,11,3,8,6,4,21,17,8,5,48,52,25,13,H
794,2523,2010/2011,12,2010-11-10 00:00:00,839928,8528,8650,1,1,4.75,3.6,1.75,0,0,2,0,9,11,10,1,2,5,21,10,5,4,55,45,14,15,D
792,2521,2010/2011,12,2010-11-10 00:00:00,839926,8602,9825,0,2,5.5,3.6,1.67,1,0,2,0,7,13,9,5,8,6,41,30,5,1,50,50,20,23,D
791,2520,2010/2011,12,2010-11-10 00:00:00,839925,8654,8659,2,2,2.3,3.25,3.2,3,0,0,0,14,6,3,8,4,8,15,17,6,7,52,48,17,12,A
796,2525,2010/2011,12,2010-11-10 00:00:00,839930,8668,8559,1,1,1.62,3.75,6.0,0,1,3,0,10,10,9,3,15,7,36,15,15,10,63,37,7,15,D
795,2524,2010/2011,12,2010-11-10 00:00:00,839929,10252,8483,3,2,1.62,3.75,6.0,2,0,3,0,8,9,6,3,7,9,21,17,10,8,41,59,10,15,D
797,2526,2010/2011,12,2010-11-10 00:00:00,839931,10261,8655,1,2,1.91,3.4,4.2,3,0,4,0,15,21,2,1,5,3,21,12,4,1,55,45,9,20,A
805,2534,2010/2011,13,2010-11-13 00:00:00,839939,8456,8658,0,0,1.4,4.5,8.5,2,0,0,0,16,10,15,5,12,2,34,13,6,4,57,43,16,24,D
808,2537,2010/2011,13,2010-11-13 00:00:00,839942,8528,8659,1,0,2.5,3.25,2.88,1,0,1,0,16,13,3,8,8,4,32,26,5,5,55,45,21,12,D
800,2529,2010/2011,13,2010-11-13 00:00:00,839934,8586,8655,4,2,1.57,3.8,6.5,2,0,2,0,12,13,10,13,7,2,24,21,12,6,58,42,17,13,D
806,2535,2010/2011,13,2010-11-13 00:00:00,839940,8602,8559,2,3,2.4,3.1,3.2,1,0,0,0,13,11,7,8,5,8,49,29,12,4,58,42,13,16,H
801,2530,2010/2011,13,2010-11-13 00:00:00,839935,8654,8483,0,0,1.91,3.6,4.0,0,0,1,0,7,10,7,4,13,10,14,15,8,7,58,42,16,15,H
807,2536,2010/2011,13,2010-11-13 00:00:00,839941,10194,8650,2,0,3.75,3.25,2.1,2,0,4,0,14,11,5,6,8,4,28,20,4,3,64,36,8,14,D
802,2531,2010/2011,13,2010-11-13 00:00:00,839936,10252,10260,2,2,4.5,3.6,1.8,3,0,4,0,11,9,5,6,9,8,39,24,9,7,45,55,11,16,H
804,2533,2010/2011,13,2010-11-13 00:00:00,839938,10261,9879,0,0,1.91,3.4,4.2,2,0,2,0,12,17,8,8,8,2,22,13,5,5,65,35,9,16,A
809,2538,2010/2011,13,2010-11-14 00:00:00,839943,8455,8472,0,3,1.22,5.75,15.0,1,0,2,0,6,12,5,3,5,10,9,7,6,3,47,53,28,16,A
803,2532,2010/2011,13,2010-11-14 00:00:00,839937,8668,9825,1,2,3.4,3.3,2.2,2,0,2,0,16,14,13,5,7,6,41,19,9,2,47,53,15,23,A
819,2548,2010/2011,14,2010-11-20 00:00:00,839953,8483,8602,2,1,2.5,3.3,2.88,0,0,2,0,8,10,3,3,4,10,7,21,3,7,51,49,26,19,A
817,2546,2010/2011,14,2010-11-20 00:00:00,839951,8559,10261,5,1,2.1,3.3,3.6,1,0,2,1,14,12,8,1,9,5,23,25,2,3,51,49,13,28,H
812,2541,2010/2011,14,2010-11-20 00:00:00,839946,8650,8654,3,0,1.57,3.8,6.5,0,0,1,0,7,10,9,3,12,5,25,16,10,2,62,38,15,9,H
816,2545,2010/2011,14,2010-11-20 00:00:00,839950,8658,8455,1,0,5.0,3.6,1.73,2,0,0,0,10,2,0,10,3,17,4,28,4,16,41,59,19,18,H
818,2547,2010/2011,14,2010-11-20 00:00:00,839952,8659,10194,0,3,2.2,3.2,3.5,0,0,0,0,10,11,10,4,6,2,20,14,8,3,51,49,16,9,H
811,2540,2010/2011,14,2010-11-20 00:00:00,839945,9825,8586,2,3,1.62,4.0,5.5,3,0,1,0,19,17,6,5,6,4,48,29,2,6,53,47,25,14,H
810,2539,2010/2011,14,2010-11-20 00:00:00,839944,10260,8528,2,0,1.22,6.0,15.0,0,0,3,1,11,16,7,4,7,6,48,5,11,1,65,35,16,16,A
814,2543,2010/2011,14,2010-11-21 00:00:00,839948,8655,10252,2,0,2.3,3.25,3.25,0,0,1,0,13,11,6,12,7,5,30,47,5,8,49,51,15,17,H
815,2544,2010/2011,14,2010-11-21 00:00:00,839949,9879,8456,1,4,3.2,3.1,2.4,2,0,1,0,14,15,7,3,7,4,43,32,7,7,41,59,14,22,A
813,2542,2010/2011,14,2010-11-22 00:00:00,839947,8472,8668,2,2,2.6,3.2,2.8,0,0,2,0,6,8,4,7,7,5,16,30,4,4,46,54,19,15,D
828,2557,2010/2011,15,2010-11-27 00:00:00,839962,8559,8483,2,2,1.57,4.2,5.5,2,0,2,0,8,12,10,6,11,6,19,19,4,4,43,57,17,26,A
826,2555,2010/2011,15,2010-11-27 00:00:00,839960,8602,8472,3,2,2.6,3.2,2.8,2,0,3,0,12,12,6,6,7,8,49,19,11,5,56,44,22,18,D
822,2551,2010/2011,15,2010-11-27 00:00:00,839956,8654,8528,3,1,2.0,3.5,3.75,0,0,0,0,6,6,6,6,5,0,15,10,7,3,51,49,16,16,A
824,2553,2010/2011,15,2010-11-27 00:00:00,839958,8668,8659,1,4,1.57,3.8,6.5,1,1,4,0,5,10,2,2,4,1,5,6,2,2,41,59,14,16,D
827,2556,2010/2011,15,2010-11-27 00:00:00,839961,9879,8658,1,1,2.0,3.3,4.0,1,0,0,0,11,9,5,3,10,4,27,16,8,4,50,50,28,18,H
829,2558,2010/2011,15,2010-11-27 00:00:00,839963,10194,8456,1,1,3.4,3.25,2.2,2,0,2,0,9,10,9,6,8,5,48,38,6,3,49,51,19,25,D
823,2552,2010/2011,15,2010-11-27 00:00:00,839957,10252,9825,2,4,3.4,3.3,2.2,1,0,1,0,10,7,3,7,2,7,17,22,3,8,40,60,9,14,H
820,2549,2010/2011,15,2010-11-27 00:00:00,839954,10260,8655,7,1,1.25,5.5,13.0,0,0,2,0,6,6,5,1,4,2,25,14,5,2,51,49,9,20,H
821,2550,2010/2011,15,2010-11-28 00:00:00,839955,8586,8650,2,1,2.0,3.4,3.8,0,0,5,0,6,16,8,4,10,13,10,18,5,8,51,49,18,28,D
825,2554,2010/2011,15,2010-11-28 00:00:00,839959,10261,8455,1,1,5.0,3.6,1.73,2,0,1,0,10,12,2,14,2,7,19,23,6,7,43,57,22,19,H
839,2568,2010/2011,16,2010-12-04 00:00:00,839973,8455,8668,1,1,1.36,4.75,9.0,1,0,4,0,8,11,6,3,9,11,14,8,7,2,55,45,29,15,H
833,2562,2010/2011,16,2010-12-04 00:00:00,839967,8456,8559,1,0,1.53,4.0,6.5,4,0,2,0,12,20,11,7,9,5,20,20,8,8,62,38,17,25,D
838,2567,2010/2011,16,2010-12-04 00:00:00,839972,8528,10194,2,2,2.75,3.2,2.63,1,0,4,0,6,8,6,3,8,2,8,10,5,4,52,48,18,12,H
834,2563,2010/2011,16,2010-12-04 00:00:00,839968,8655,8602,3,0,1.73,3.6,5.0,0,0,2,0,10,12,3,5,2,4,15,20,8,10,62,38,29,16,D
835,2564,2010/2011,16,2010-12-04 00:00:00,839969,8658,8586,1,1,3.5,3.4,2.1,1,0,1,0,15,9,3,7,9,12,31,31,6,12,45,55,26,23,H
830,2559,2010/2011,16,2010-12-04 00:00:00,839964,9825,9879,2,1,1.29,5.25,12.0,0,0,0,0,6,8,8,5,6,5,24,18,3,7,51,49,14,20,D
832,2561,2010/2011,16,2010-12-05 00:00:00,839966,8472,8654,1,0,1.83,3.5,4.5,1,0,3,0,7,9,8,2,9,6,27,17,9,3,57,43,20,12,H
836,2565,2010/2011,16,2010-12-05 00:00:00,839970,8659,10261,3,1,2.25,3.3,3.25,0,0,5,0,11,9,7,6,12,6,26,19,7,3,57,43,19,19,H
831,2560,2010/2011,16,2010-12-06 00:00:00,839965,8650,10252,3,0,1.62,3.75,6.0,0,0,1,0,14,13,5,4,6,3,13,17,4,3,50,50,19,17,H
842,2571,2010/2011,17,2010-12-11 00:00:00,839976,8654,8456,1,3,4.5,3.6,1.8,1,0,3,0,9,16,4,7,10,3,17,24,2,6,50,50,17,19,H
844,2573,2010/2011,17,2010-12-11 00:00:00,839978,8668,8528,0,0,1.4,4.5,9.0,2,0,4,0,13,17,7,4,9,0,48,24,10,4,53,47,17,15,D
847,2576,2010/2011,17,2010-12-11 00:00:00,839981,9879,8472,0,0,2.2,3.25,3.4,0,0,1,0,14,8,14,4,1,9,19,16,4,3,49,51,15,23,D
849,2578,2010/2011,17,2010-12-11 00:00:00,839983,10194,8483,0,1,1.62,4.0,5.5,0,0,2,0,12,11,12,3,14,5,43,22,10,4,46,54,19,22,H
843,2572,2010/2011,17,2010-12-11 00:00:00,839977,10252,8659,2,1,2.1,3.3,3.6,0,0,2,0,6,14,4,4,3,7,14,25,6,13,49,51,21,22,A
